dateTime,foods-log-caloriesIn,foods-log-water,activities-calories,activities-caloriesBMR,activities-steps,activities-distance,activities-floors,activities-elevation,activities-minutesSedentary,activities-minutesLightlyActive,activities-minutesFairlyActive,activities-minutesVeryActive,sleep-startTime,sleep-timeInBed,sleep-minutesAsleep,sleep-awakeningsCount,sleep-minutesAwake,sleep-minutesToFallAsleep,sleep-minutesAfterWakeup,sleep-efficiency,body-weight,body-bmi,body-fat
2016-04-27,0,0.0,1773,1773,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-28,0,0.0,1773,1773,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-29,0,0.0,1773,1773,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-30,0,0.0,1773,1773,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-05-01,0,0.0,1773,1773,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-05-02,0,0.0,1773,1773,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-05-03,0,0.0,1773,1773,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-05-04,0,0.0,1879,1773,3251,2.4024799999999997,0,0,1042,0,34,0,02:16,364,364,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-05,0,0.0,2068,1773,7945,5.87135,0,0,1338,102,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-05-06,0,0.0,2315,1773,14324,10.585429999999999,0,0,836,183,0,0,01:18,421,421,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-07,0,0.0,2282,1773,14198,10.49232,0,0,1252,188,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-05-08,0,0.0,2534,1773,21264,15.714089999999999,0,0,737,0,243,0,01:24,460,460,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-09,0,0.0,2043,1773,6597,4.875179999999999,0,0,900,95,0,0,00:42,445,445,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-10,0,0.0,2104,1773,8236,6.086399999999999,0,0,914,111,0,0,01:50,415,415,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-11,0,0.0,1974,1773,5072,3.7481999999999998,0,0,909,80,0,0,01:04,451,451,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-12,0,0.0,2137,1773,9491,7.01384,0,0,1318,122,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-05-13,0,0.0,2297,1773,14007,10.35117,0,0,801,193,0,0,01:11,446,446,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-14,0,0.0,2261,1773,11700,8.6463,0,0,804,0,145,0,01:58,491,491,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-15,0,0.0,2811,1773,19893,14.70092,0,0,849,0,171,1,01:42,419,419,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-16,0,0.0,2214,1773,11632,8.59604,0,0,809,149,0,0,00:27,482,482,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-17,0,0.0,2134,1773,10316,7.62352,0,0,901,127,0,0,01:43,412,412,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-18,0,0.0,2025,1773,6233,4.60618,0,0,845,0,75,0,00:55,460,460,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-19,0,0.0,2048,1773,6363,4.702249999999999,0,0,887,0,88,0,23:00,525,525,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-20,0,0.0,2248,1773,12432,9.18724,0,0,1272,168,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-05-21,0,0.0,2251,1773,14206,10.49823,0,0,862,187,0,0,01:43,391,391,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-22,0,0.0,2407,1773,19810,14.63959,0,0,795,240,0,0,01:13,390,390,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-23,0,0.0,2231,1773,11899,8.79336,0,0,820,0,147,0,23:45,488,488,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-24,0,0.0,2406,1773,16839,12.44402,0,0,748,212,0,0,00:44,480,480,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-25,0,0.0,2204,1773,11955,8.83474,0,0,1274,166,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-05-26,0,0.0,2233,1773,9896,7.31314,0,0,895,0,135,0,01:48,410,410,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-27,0,0.0,2222,1773,11512,8.50736,0,0,1281,159,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-05-28,0,0.0,2725,1773,32069,23.69899,0,0,632,379,0,0,00:43,429,429,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-29,0,0.0,2017,1773,6535,4.829359999999999,0,0,1360,80,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-05-30,0,0.0,2067,1773,7894,5.83366,0,0,858,103,0,0,00:49,479,479,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-05-31,0,0.0,2124,1773,8251,6.09748,0,0,885,116,0,0,01:17,439,439,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-01,0,0.0,2049,1773,6451,4.7672799999999995,0,0,886,102,0,0,01:01,452,452,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-02,0,0.0,2047,1773,6547,4.838229999999999,0,0,914,96,0,0,01:58,430,430,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-03,0,0.0,1961,1773,3608,2.6663099999999997,0,0,874,0,52,0,01:17,514,514,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-04,0,0.0,1760,1773,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-06-05,0,0.0,1760,1773,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-06-06,0,0.0,1760,1773,0,0.0,0,0,1440,0,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-06-07,0,0.0,2170,1773,9017,6.6635599999999995,0,0,873,0,122,0,00:57,445,445,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-08,0,0.0,2115,1773,8917,6.589659999999999,0,0,871,119,0,0,01:14,450,450,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-09,0,0.0,2192,1773,11096,8.19994,0,0,891,0,125,0,01:27,424,424,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-10,0,0.0,2257,1773,12394,9.15916,0,0,874,162,0,0,01:21,404,404,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-11,0,0.0,1825,1773,1061,0.7840699999999999,0,0,1427,0,13,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-06-12,0,0.0,1795,1773,310,0.22909,0,0,1439,1,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-06-13,0,0.0,2077,1773,6047,4.46873,0,0,852,0,86,0,00:28,502,502,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-14,0,0.0,2161,1773,9435,6.97246,0,0,876,0,110,0,01:06,454,454,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-15,0,0.0,2002,1773,5347,3.9514299999999998,0,0,920,85,0,0,01:10,435,435,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-16,0,0.0,2105,1773,8332,6.15734,0,0,906,120,0,0,01:25,414,414,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-17,0,0.0,2135,1773,7993,5.90682,0,0,902,122,0,0,01:23,416,416,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-18,0,0.0,2351,1773,17209,12.71745,0,0,1213,227,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-06-19,0,0.0,2233,1773,13487,9.96689,0,0,729,179,0,0,00:38,532,532,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-20,0,0.0,2157,1773,10457,7.72772,0,0,749,142,0,0,00:28,549,549,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-21,0,0.0,2108,1773,9847,7.276929999999999,0,0,1315,125,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-06-22,0,0.0,2112,1773,10215,7.54888,0,0,797,133,0,0,00:02,510,510,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-23,0,0.0,2065,1773,7249,5.35701,0,0,938,103,0,0,01:59,399,399,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-24,0,0.0,2268,1773,13540,10.00606,0,0,851,177,0,0,00:48,412,412,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-25,0,0.0,2564,1773,18956,14.008479999999999,0,0,844,0,218,0,01:29,378,378,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-26,0,0.0,1971,1773,4314,3.18804,0,0,1372,68,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-06-27,0,0.0,2147,1773,8258,6.102659999999999,0,0,866,0,109,0,00:36,465,465,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-28,0,0.0,2106,1773,7529,5.56393,0,0,920,0,101,0,01:32,419,419,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-29,0,0.0,2073,1773,6369,4.70669,0,0,876,101,0,0,00:59,463,463,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-06-30,0,0.0,2383,1773,14030,10.36817,0,0,874,0,139,0,01:10,427,427,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-01,0,0.0,2424,1773,14789,10.92907,0,0,814,0,166,0,00:59,460,460,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-02,0,0.0,2294,1773,13939,10.30092,0,0,834,174,0,0,01:22,432,432,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-03,0,0.0,2004,1773,4958,3.66396,0,0,1364,76,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-07-04,0,0.0,2173,1773,11042,8.160029999999999,0,0,871,149,0,0,01:27,420,420,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-05,0,0.0,2168,1773,10190,7.53041,0,0,914,138,0,0,01:18,388,388,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-06,0,0.0,2277,1773,11155,8.24354,0,0,904,0,137,0,01:10,399,399,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-07,0,0.0,2144,1773,9033,6.67538,0,0,911,123,0,0,01:50,406,406,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-08,0,0.0,2373,1773,16866,12.46397,0,0,779,216,0,0,00:57,445,445,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-09,0,0.0,2570,1773,26648,19.69287,0,0,814,326,0,0,01:32,300,300,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-10,0,0.0,2572,1773,28282,20.900389999999998,0,0,677,345,0,0,00:33,418,418,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-11,0,0.0,2026,1773,6347,4.69043,0,0,891,98,0,0,00:43,451,451,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-12,0,0.0,2105,1773,9007,6.6561699999999995,0,0,890,133,0,0,01:20,417,417,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-13,0,0.0,2093,1773,7615,5.627479999999999,0,0,903,108,0,0,01:11,429,429,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-14,0,0.0,2161,1773,10041,7.42029,0,0,887,127,0,0,01:08,426,426,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-15,0,0.0,2217,1773,12700,9.385299999999999,0,0,865,163,0,0,01:24,412,412,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-16,0,0.0,2590,1773,25692,18.98638,0,0,835,327,0,0,01:22,278,278,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-17,0,0.0,2555,1773,26422,19.52585,0,0,641,327,0,0,00:13,472,472,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-18,0,0.0,2222,1773,9843,7.273969999999999,0,0,852,0,134,0,00:54,454,454,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-19,0,0.0,2098,1773,8506,6.28593,0,0,863,121,0,0,00:59,456,456,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-20,0,0.0,2102,1773,7868,5.81445,0,0,885,109,0,0,01:13,446,446,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-21,0,0.0,2195,1773,11274,8.331479999999999,0,0,868,148,0,0,01:26,424,424,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-22,0,0.0,2118,1773,8447,6.24233,0,0,874,133,0,0,00:49,433,433,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-23,0,0.0,2082,1773,5757,4.25442,0,0,899,0,80,0,01:27,461,461,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-24,0,0.0,2162,1773,8950,6.61405,0,0,859,127,0,0,01:15,454,454,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-25,0,0.0,2288,1773,12578,9.29514,0,0,965,170,0,0,00:30,305,305,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-26,0,0.0,2275,1773,12081,8.92785,0,0,942,178,0,0,03:49,320,320,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-27,0,0.0,2231,1773,9777,7.2252,0,0,1067,0,130,0,02:48,243,243,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-28,0,0.0,2373,1773,14020,10.36078,0,0,1247,0,193,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-07-29,0,0.0,2221,1773,10155,7.5045399999999995,0,0,939,148,0,0,01:54,353,353,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-07-30,0,0.0,2094,1773,7517,5.55506,0,0,1337,0,103,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-07-31,0,0.0,2166,1773,10800,7.981199999999999,0,0,1301,139,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-08-01,0,0.0,2098,1773,8125,6.00437,0,0,854,111,0,0,00:58,475,475,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-02,0,0.0,2255,1773,14268,10.54405,0,0,837,190,0,0,01:51,413,413,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-03,0,0.0,2621,1773,29027,21.45095,0,0,553,334,0,0,01:07,553,553,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-04,0,0.0,2349,1773,15747,11.63703,0,0,1231,209,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-08-05,0,0.0,2557,1773,22981,16.98295,0,0,698,291,0,0,00:50,451,451,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-06,0,0.0,2524,1773,21718,16.049599999999998,0,0,1156,284,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-08-07,0,0.0,2520,1773,22802,16.85067,0,0,634,298,0,0,01:41,508,508,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-08,0,0.0,2430,1773,17462,12.904409999999999,0,0,751,0,205,0,01:09,484,484,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-09,0,0.0,2477,1773,22002,16.25947,0,0,1177,263,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-08-10,0,0.0,2358,1773,19005,14.04469,0,0,652,234,0,0,01:14,554,554,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-11,0,0.0,2430,1773,21646,15.99639,0,0,631,272,0,0,01:09,537,537,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-12,0,0.0,2499,1773,18806,13.89763,0,0,860,0,234,0,02:22,346,346,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-13,0,0.0,2302,1773,14775,10.918719999999999,0,0,1254,186,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-08-14,0,0.0,2404,1773,20149,14.89011,0,0,1186,254,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-08-15,0,0.0,2519,1773,24996,18.47204,0,0,621,306,0,0,00:55,513,513,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-16,0,0.0,2354,1773,19275,14.244219999999999,0,0,674,230,0,0,01:00,536,536,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-17,0,0.0,2238,1773,14622,10.80565,0,0,718,182,0,0,00:37,540,540,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-18,0,0.0,2235,1773,13316,9.84052,0,0,778,171,0,0,00:50,491,491,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-19,0,0.0,1982,1773,4080,3.01512,0,0,978,70,0,0,01:32,392,392,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-20,0,0.0,2118,1773,8431,6.2305,0,0,894,124,0,0,01:13,422,422,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-21,0,0.0,1970,1773,4723,3.49029,0,0,1357,83,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-08-22,0,0.0,2142,1773,7654,5.6563,0,0,915,0,108,0,01:39,417,417,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-23,0,0.0,2199,1773,10442,7.716629999999999,0,0,835,140,0,0,00:55,465,465,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-24,0,0.0,2039,1773,6355,4.69634,0,0,1350,90,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-08-25,0,0.0,2417,1773,15340,11.33626,0,0,778,0,208,0,00:53,454,454,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-26,0,0.0,2210,1773,9900,7.3161,0,0,975,0,139,0,01:53,326,326,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-27,0,0.0,2128,1773,7963,5.88465,0,0,865,0,110,0,01:04,465,465,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-28,0,0.0,2052,1773,6621,4.89291,0,0,846,96,0,0,00:35,498,498,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-29,0,0.0,2234,1773,11591,8.56574,0,0,822,0,145,0,01:11,473,473,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-30,0,0.0,2094,1773,8485,6.27041,0,0,913,109,0,0,01:02,418,418,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-08-31,0,0.0,2246,1773,12215,9.02688,0,0,938,0,147,0,01:57,355,355,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-01,0,0.0,2066,1773,6040,4.46356,0,0,915,0,88,0,01:22,437,437,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-02,0,0.0,2430,1773,17676,13.06256,0,0,1250,0,190,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-09-03,0,0.0,2172,1773,8692,6.42338,0,0,1323,0,117,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-09-04,0,0.0,2514,1773,19447,14.371329999999999,0,0,831,0,206,0,01:14,403,403,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-05,0,0.0,2104,1773,7437,5.49594,0,0,939,0,95,0,00:40,406,406,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-06,0,0.0,2128,1773,8592,6.34948,0,0,933,0,107,0,01:17,400,400,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-07,0,0.0,2032,1773,5913,4.3697,0,0,974,95,0,0,01:35,371,371,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-08,0,0.0,2057,1773,7159,5.2905,0,0,893,94,0,0,01:04,453,453,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-09,0,0.0,2157,1773,10301,7.61243,0,0,840,133,0,0,00:59,467,467,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-10,0,0.0,2165,1773,8534,6.30662,0,0,875,0,119,0,01:09,446,446,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-11,0,0.0,2474,1773,14626,10.80861,0,0,1285,0,155,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-09-12,0,0.0,2182,1773,9600,7.094399999999999,0,0,863,0,124,0,01:04,453,453,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-13,0,0.0,2227,1773,11008,8.13491,0,0,911,0,129,0,01:20,400,400,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-14,0,0.0,2129,1773,8848,6.53867,0,0,929,0,115,0,01:01,396,396,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-15,0,0.0,2121,1773,8511,6.289619999999999,0,0,909,0,98,0,01:13,433,433,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-16,0,0.0,2085,1773,7641,5.6466899999999995,0,0,937,0,97,0,01:14,406,406,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-17,0,0.0,2309,1773,13978,10.32974,0,0,888,0,170,0,01:34,382,382,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-18,0,0.0,2276,1773,12223,9.03279,0,0,913,0,150,0,01:34,377,377,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-19,0,0.0,2065,1773,7299,5.39396,0,0,841,108,0,0,00:20,491,491,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-20,0,0.0,2610,1773,19381,14.32255,0,0,825,0,199,0,01:04,416,416,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-21,0,0.0,2144,1773,7735,5.7161599999999995,0,0,960,0,92,0,01:27,388,388,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-22,0,0.0,2226,1773,12403,9.16581,0,0,904,152,0,0,01:18,384,384,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-23,0,0.0,2262,1773,13326,9.847909999999999,0,0,792,167,0,0,00:47,481,481,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-24,0,0.0,2290,1773,15502,11.455969999999999,0,0,1240,200,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-09-25,0,0.0,2547,1773,14665,10.83743,0,0,903,0,142,0,01:36,395,395,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-26,0,0.0,1999,1773,5186,3.8324499999999997,0,0,944,0,71,0,01:00,425,425,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-27,0,0.0,2049,1773,7188,5.31192,0,0,937,103,0,0,00:56,400,400,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-28,0,0.0,2084,1773,7973,5.89204,0,0,1334,106,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-09-29,0,0.0,2074,1773,6760,4.99564,0,0,882,0,94,0,00:52,464,464,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-09-30,0,0.0,2153,1773,8085,5.97481,0,0,1325,0,115,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-10-01,0,0.0,2241,1773,9673,7.148339999999999,0,0,851,0,128,0,01:21,461,461,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-02,0,0.0,2587,1773,21637,16.03463,0,0,738,128,140,0,01:13,434,434,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-03,0,0.0,2832,1773,13697,10.12208,0,0,851,0,157,33,00:53,399,399,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-04,0,0.0,2098,1773,7292,5.38878,0,0,871,0,99,0,00:39,470,470,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-05,0,0.0,2703,1773,17258,12.753649999999999,0,0,710,210,118,0,01:16,402,402,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-06,0,0.0,2102,1773,7941,5.86839,0,0,946,117,0,0,01:42,377,377,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-07,0,0.0,2193,1773,9387,6.93699,0,0,868,139,0,0,01:24,433,433,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-08,0,0.0,2383,1773,17074,12.61768,0,0,1219,221,0,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-10-09,0,0.0,2609,1773,13911,10.28022,0,0,717,0,247,0,01:43,476,476,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-10,0,0.0,2118,1773,8185,6.04871,0,0,893,113,0,0,01:27,434,434,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-11,0,0.0,2229,1773,10218,7.5511,0,0,901,0,131,0,01:54,408,408,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-12,0,0.0,2117,1773,8081,5.97185,0,0,856,112,0,0,00:47,472,472,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-13,0,0.0,2086,1773,6917,5.11166,0,0,877,103,0,0,01:03,460,460,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-14,0,0.0,2175,1773,10259,7.5813999999999995,0,0,849,0,123,0,00:49,468,468,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-15,0,0.0,2679,1773,15584,11.51657,0,0,575,187,117,0,01:23,561,561,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-16,0,0.0,3835,1773,19859,14.675799999999999,0,0,1145,0,185,110,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-10-17,0,0.0,2310,1773,8643,6.387169999999999,0,0,791,0,165,0,00:32,484,484,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-18,0,0.0,2108,1773,7665,5.66442,0,0,907,91,18,0,01:01,424,424,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-19,0,0.0,2294,1773,18043,13.33377,0,0,687,322,0,0,01:30,431,431,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-20,0,0.0,2184,1773,20116,14.86572,0,0,797,159,65,0,01:32,419,419,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-21,0,0.0,1962,1773,9490,7.0131,0,0,858,98,35,0,01:12,449,449,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-22,0,0.0,2094,1773,9034,6.6761099999999995,0,0,794,131,52,0,01:02,463,463,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-23,0,0.0,2011,1773,7895,5.8344,0,0,1384,0,56,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-10-24,0,0.0,1969,1773,10670,7.885129999999999,0,0,833,119,37,0,00:45,451,451,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-25,0,0.0,1901,1773,5870,4.3379199999999996,0,0,930,0,28,0,00:28,482,482,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-26,0,0.0,1909,1773,6354,4.6956,0,0,950,19,10,0,00:42,461,461,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-27,0,0.0,2035,1773,12200,9.015789999999999,0,0,787,126,52,0,00:39,475,475,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-28,0,0.0,1865,1773,6571,4.85596,0,0,1424,0,16,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-10-29,0,0.0,2065,1773,5033,3.7193699999999996,0,0,872,0,81,0,00:59,487,487,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-30,0,0.0,1855,1773,6936,5.1257,0,0,1411,0,29,0,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
